,Discriminacao,Dificuldade,Adivinhacao
V1,66.156,-1.692,0.000
V2,49.696,-1.406,0.000
V3,-3.264,0.342,0.000
V4,5.032,-0.104,0.025
V5,-1.615,2.676,0.000
V6,-2.727,0.823,0.000
V7,-1.978,1.807,0.000
V8,-1.605,2.161,0.000
V9,88.519,-0.014,0.024
V10,97.256,-0.664,0.031
V11,66.157,-1.692,0.000
V12,165.481,-0.333,0.024
V13,-1.755,3.125,0.000
V14,79.246,-0.007,0.024
V15,2.354,-0.941,0.000
V16,66.158,-1.692,0.000
V17,98.884,0.693,0.018
V18,-2.233,0.410,0.000
V19,-2.901,0.926,0.000
V20,66.158,-1.692,0.000
V21,38.644,2.040,0.063
V22,107.689,0.695,0.018
V23,-1.364,2.123,0.000
V24,57.915,-0.713,0.031
V25,66.159,-1.692,0.000
V26,81.710,1.390,0.063
V27,99.610,-1.036,0.031
V28,99.641,-1.036,0.031
V29,107.301,0.014,0.024
V30,-3.117,0.619,0.000
V31,7.682,0.420,0.025
V32,63.376,2.708,0.045
V33,-3.378,-0.489,0.000
V34,38.490,-2.100,0.000
V35,66.160,-1.692,0.000
V36,4.704,-2.473,0.008
V37,-1.791,1.926,0.000
V38,66.161,-1.692,0.000
V39,99.672,-1.036,0.031
V40,66.161,-1.692,0.000
V41,33.355,-0.738,0.062
V42,80.650,-0.674,0.031
V43,108.896,-0.656,0.031
V44,44.400,-1.319,0.048
V45,99.735,-1.036,0.031
V46,4.670,-0.713,0.031
V47,5.605,-1.783,0.000
V48,-2.300,1.277,0.000
V49,80.435,-0.680,0.031
V50,88.889,2.229,0.040
V51,2.228,0.214,0.020
V52,66.162,-1.692,0.000
V53,69.160,2.772,0.009
V54,4.065,-0.080,0.025
V55,7.401,-0.345,0.032
V56,44.426,-1.319,0.048
V57,75.930,0.675,0.018
V58,-1.649,3.082,0.000
V59,-2.197,1.877,0.000
V60,0.385,-7.938,0.001
V61,5.078,-0.381,0.028
V62,7.424,-0.345,0.032
V63,44.439,-1.319,0.048
V64,99.831,-1.037,0.031
V65,66.163,-1.692,0.000
V66,3.540,-0.141,0.028
V67,76.882,0.001,0.024
V68,90.672,-0.663,0.031
V69,-3.430,0.885,0.000
V70,0.385,-7.938,0.001
V71,-2.097,1.247,0.000
V72,99.863,-1.037,0.031
V73,66.163,-1.692,0.000
V74,44.962,-1.338,0.000
V75,2.092,-0.838,0.000
V76,66.164,-1.692,0.000
V77,-2.229,1.400,0.000
V78,45.000,-1.338,0.000
V79,6.220,-1.607,0.000
V80,3.544,0.567,0.019
V81,4.684,-1.317,0.000
V82,66.165,-1.692,0.000
V83,5.171,-0.010,0.025
V84,67.667,2.009,0.063
V85,-1.582,2.167,0.000
V86,99.993,-1.038,0.031
V87,-3.430,0.885,0.000
V88,66.166,-1.692,0.000
V89,-3.613,-0.256,0.000
V90,108.899,-0.656,0.031
V91,66.166,-1.692,0.000
V92,66.167,-1.692,0.000
V93,4.721,0.318,0.023
V94,5.067,-0.056,0.025
V95,-1.755,3.125,0.000
V96,79.266,-0.007,0.024
V97,4.394,1.813,0.033
V98,81.618,-0.668,0.031
V99,3.111,1.436,0.032
V100,31.860,-1.391,0.000
V101,66.168,-1.692,0.000
V102,4.449,1.252,0.021
V103,-3.911,0.086,0.000
V104,7.401,-0.345,0.032
V105,78.477,-0.686,0.031
V106,108.903,-0.656,0.031
V107,6.215,0.559,0.027
V108,63.876,0.641,0.036
V109,66.169,-1.692,0.000
V110,6.083,-0.432,0.032
V111,-4.232,-0.531,0.000
V112,-1.366,2.458,0.000
V113,44.535,-1.319,0.048
V114,-5.631,-1.075,0.000
V115,5.202,0.559,0.019
V116,7.401,-0.345,0.032
V117,31.597,-2.084,0.000
V118,31.860,-1.391,0.000
V119,5.503,0.378,0.025
V120,3.750,0.048,0.025
V121,4.748,-1.375,0.000
V122,0.167,-8.632,0.000
V123,2.316,0.948,0.018
V124,121.383,-0.021,0.024
V125,91.513,0.679,0.018
V126,3.856,0.441,0.021
V127,76.848,0.678,0.018
V128,66.169,-1.692,0.000
V129,-3.959,-0.792,0.000
V130,5.605,-1.783,0.000
V131,-2.443,1.155,0.000
V132,90.678,-0.663,0.031
V133,66.170,-1.692,0.000
V134,66.171,-1.692,0.000
V135,66.171,-1.692,0.000
V136,66.172,-1.692,0.000
V137,4.139,-0.030,0.025
V138,66.173,-1.692,0.000
V139,-2.118,1.052,0.000
V140,110.293,-0.656,0.031
V141,31.945,-2.134,0.000
V142,66.174,-1.692,0.000
V143,66.174,-1.692,0.000
V144,3.077,1.271,0.019
V145,2.354,-0.941,0.000
V146,47.278,-1.381,0.000
V147,1.523,-0.528,0.000
V148,3.761,0.050,0.025
V149,-2.326,1.559,0.000
V150,66.175,-1.692,0.000
V151,66.176,-1.692,0.000
V152,114.231,-0.015,0.024
V153,7.402,-0.345,0.032
V154,-2.177,-0.054,0.000
V155,-31.887,-1.391,0.000
V156,4.748,-1.376,0.000
V157,98.726,-0.018,0.024
