Clf,Theta
GaussianNB,0.6008750371853003
BernoulliNB,1.1824654933139929
KNeighborsClassifier(2),0.937191915829613
KNeighborsClassifier(3),0.9048485009434912
KNeighborsClassifier(5),0.7497594344973667
KNeighborsClassifier(8),0.6606877300320927
DecisionTreeClassifier(),1.2991943791273146
RandomForestClassifier(3_estimators),1.2984650872332497
RandomForestClassifier(5_estimators),1.2991943791273146
RandomForestClassifier,1.2991943791273146
SVM,0.5912969534958062
MLPClassifier,4.622282648472822
rand1,0.2282494687740803
rand2,0.3524567107032895
rand3,0.3869679385169418
majoritario,-0.03211689762346166
minoritario,0.6402506027811038
pessimo,-0.28657803971344536
otimo,1.3064913174159862
