Clf,Score
pessimo,354.16479288124816
majoritario,404.281709352285
rand1,440.3726584972771
rand2,451.53065324311905
rand3,454.08208033461153
SVM,465.8598998866893
GaussianNB,466.3075125022357
minoritario,468.0777205497228
KNeighborsClassifier(8),468.9564998684052
KNeighborsClassifier(5),472.52774130047743
KNeighborsClassifier(3),477.8057622937995
KNeighborsClassifier(2),478.71554977347597
BernoulliNB,483.2357706180776
RandomForestClassifier(3_estimators),484.30839499870154
DecisionTreeClassifier(),484.31377433701914
RandomForestClassifier(5_estimators),484.31377433701914
RandomForestClassifier,484.31377433701914
otimo,484.3667741655388
MLPClassifier,486.3290821924946
