Clf,Score
GaussianNB,131.5627381083447
BernoulliNB,131.5627381083447
minoritario,131.5627381083447
pessimo,391.15046099297217
rand2,416.03204702064323
rand1,416.6061424530321
rand3,417.37265399951707
KNeighborsClassifier(3),417.739571573495
KNeighborsClassifier(5),420.6693382835555
RandomForestClassifier(5_estimators),421.0602388779012
RandomForestClassifier(3_estimators),423.45785140676065
DecisionTreeClassifier(),424.8826868887658
RandomForestClassifier,426.85422327925284
KNeighborsClassifier(8),427.8045182959117
KNeighborsClassifier(2),428.3224548323869
otimo,428.69475274358354
SVM,428.75231275065056
MLPClassifier,428.75231275065056
majoritario,428.75231275065056
