Clf,Score
GaussianNB,55.569820920912136
BernoulliNB,55.569820920912136
minoritario,55.569820920912136
pessimo,357.044754255701
rand2,395.15650426854404
rand1,396.081482778695
rand3,397.3203531433243
KNeighborsClassifier(3),397.91509110193346
KNeighborsClassifier(5),402.7143455425096
RandomForestClassifier(5_estimators),403.3632105683294
RandomForestClassifier(3_estimators),407.40947570362425
DecisionTreeClassifier(),409.8934382944921
RandomForestClassifier,413.51965914327883
KNeighborsClassifier(8),415.42583542022066
KNeighborsClassifier(2),416.55800079319283
otimo,417.44950380230785
SVM,422.99976566715344
MLPClassifier,422.99976566715344
majoritario,422.99976566715344
