Clf,Theta
GaussianNB,0.6410763420261729
BernoulliNB,-0.04185741869991807
KNeighborsClassifier(2),-0.5504280977431734
KNeighborsClassifier(3),-0.14662512996856789
KNeighborsClassifier(5),-0.23248282774997994
KNeighborsClassifier(8),-0.2814272886593082
DecisionTreeClassifier(),0.35217156949188727
RandomForestClassifier(3_estimators),-0.5504280977431734
RandomForestClassifier(5_estimators),0.5059047143786968
RandomForestClassifier,0.37487715972376234
SVM,0.5426467487245135
MLPClassifier,1.9653384964214198
rand1,-0.5504280977431734
rand2,-0.5504280977431734
rand3,-0.5504280977431734
majoritario,-0.5504280977431734
minoritario,0.2834602038639211
pessimo,-0.5151108878988586
otimo,1.3231177199639539
