Metodo,Acuracia
GaussianNB,0.7154387263976305
BernoulliNB,0.791243983709737
KNeighborsClassifier(2),0.8048870788596816
KNeighborsClassifier(3),0.8007774898185858
KNeighborsClassifier(5),0.8008145131432803
KNeighborsClassifier(8),0.8089226212513883
DecisionTreeClassifier(),0.8020918178452424
RandomForestClassifier(3_estimators),0.8293039614957424
RandomForestClassifier(5_estimators),0.8387078859681599
RandomForestClassifier,0.8616808589411329
SVM,0.8482784154017031
MLPClassifier,0.8617919289152166
rand1,0.501577287066246
rand2,0.47318611987381703
rand3,0.47003154574132494
majoritario,0.6624605678233438
minoritario,0.33753943217665616
pessimo,0.0
otimo,1.0
