Clf,Score
BernoulliNB,70.66392494816553
KNeighborsClassifier(8),70.66392494816553
RandomForestClassifier(3_estimators),70.66392494816553
RandomForestClassifier(5_estimators),70.66392494816553
RandomForestClassifier,70.66392494816553
SVM,70.66392494816553
rand1,70.66392494816553
rand3,70.66392494816553
majoritario,70.66392494816553
pessimo,70.66392494816553
DecisionTreeClassifier(),70.66701218286137
GaussianNB,72.42274128545579
MLPClassifier,72.4852269987602
KNeighborsClassifier(2),76.70371909962881
KNeighborsClassifier(3),76.70371909962881
rand2,76.80717707624046
KNeighborsClassifier(5),77.36836383408594
otimo,81.3865327143118
minoritario,83.13812983253015
