,Discriminacao,Dificuldade,Adivinhacao
V1,8.767,0.612,0.416
V2,-1.678,-1.771,0.000
V3,0.062,-10.884,0.117
V4,0.705,-2.804,0.003
V5,-5.841,-2.275,0.235
V6,-2.576,-1.690,0.015
V7,-2.759,-1.257,0.000
V8,-1.220,-1.769,0.080
V9,0.495,-2.691,0.009
V10,-3.061,-1.566,0.000
V11,-1.870,-1.377,0.000
V12,1.128,-1.424,0.000
V13,3.844,-1.701,0.004
V14,1.268,1.193,0.632
V15,-0.972,-2.414,0.000
V16,-0.762,-0.393,0.000
V17,1.769,-2.047,0.006
V18,2.483,-1.800,0.001
V19,13.225,-1.373,0.183
V20,-0.197,4.114,0.023
V21,-1.340,-1.855,0.000
V22,-1.531,-0.922,0.006
V23,2.097,-1.908,0.000
V24,0.556,-1.979,0.073
V25,-2.429,-1.198,0.000
V26,1.791,0.471,0.572
V27,2.958,-1.398,0.000
V28,-1.388,-1.746,0.000
V29,2.450,-1.991,0.000
V30,-1.014,-2.085,0.000
V31,-2.947,-1.888,0.000
V32,0.117,-10.074,0.055
V33,1.887,-1.217,0.000
V34,-1.238,-1.982,0.208
V35,1.561,0.418,0.406
V36,0.145,-5.437,0.041
V37,1.005,-2.439,0.007
V38,-18.424,-1.433,0.054
V39,-1.758,-1.506,0.022
V40,-1.545,-1.927,0.000
V41,-0.607,-1.234,0.000
V42,-2.946,-1.886,0.000
V43,3.688,-1.372,0.120
V44,3.301,-2.054,0.001
V45,-0.668,-4.396,0.270
V46,2.109,-1.819,0.000
V47,3.868,-1.701,0.000
V48,0.096,5.102,0.199
V49,0.410,-3.009,0.006
V50,-15.947,-2.014,0.087
V51,-0.140,2.999,0.023
V52,4.022,-1.769,0.002
V53,-2.316,-1.489,0.000
V54,-4.268,-1.841,0.000
V55,5.378,0.410,0.297
V56,0.226,-4.214,0.027
V57,3.969,-1.773,0.001
V58,-3.050,-1.973,0.000
V59,-0.142,-7.675,0.215
V60,-2.209,-1.514,0.110
V61,-1.544,-1.742,0.183
V62,19.552,-1.459,0.000
V63,0.952,-0.538,0.000
V64,-0.505,-0.789,0.002
V65,-1.643,-1.945,0.000
V66,-2.535,-1.509,0.000
V67,17.669,-1.442,0.000
V68,3.851,-1.699,0.003
V69,-0.397,1.405,0.001
V70,1.986,-1.640,0.000
V71,0.756,-2.742,0.001
V72,-1.261,-2.268,0.000
V73,-1.754,-1.212,0.000
V74,-0.718,-2.305,0.000
V75,2.018,-0.930,0.398
V76,-2.476,-0.764,0.195
V77,-3.036,-1.977,0.000
V78,1.278,-2.157,0.001
V79,4.006,-1.768,0.001
V80,1.517,-1.656,0.001
V81,1.176,-2.375,0.001
V82,4.260,-1.840,0.001
V83,-1.248,-1.868,0.000
V84,4.326,-1.837,0.001
V85,0.838,1.932,0.349
V86,0.097,-8.632,0.065
V87,32.769,-0.410,0.721
V88,-2.452,-1.472,0.018
V89,4.912,-1.497,0.136
V90,-6.406,-2.322,0.298
V91,-0.369,-0.839,0.000
V92,-4.556,-1.870,0.027
V93,-1.789,-1.867,0.000
V94,0.692,-2.559,0.001
V95,-0.802,-2.336,0.000
V96,2.306,-0.166,0.302
V97,1.908,-1.537,0.001
V98,16.927,-1.390,0.000
V99,-2.515,-1.793,0.000
V100,2.668,-1.216,0.000
V101,1.376,-0.221,0.474
V102,-2.445,-2.102,0.000
V103,2.955,-1.718,0.001
V104,2.532,-0.745,0.314
V105,-0.427,-0.109,0.001
V106,0.094,2.893,0.112
V107,3.110,-1.556,0.007
V108,0.971,-2.152,0.001
V109,-1.825,-1.668,0.122
V110,-3.835,-1.567,0.000
V111,0.956,-2.101,0.000
V112,0.840,2.277,0.346
V113,1.102,0.190,0.448
V114,-0.790,-1.901,0.075
V115,4.903,-1.087,0.427
V116,-1.092,-1.762,0.000
V117,-1.666,-1.708,0.000
V118,1.262,-1.925,0.002
V119,2.520,-1.792,0.000
V120,0.659,2.814,0.361
V121,0.816,-3.001,0.003
V122,0.925,-1.423,0.001
V123,0.421,-1.866,0.003
V124,-2.707,-2.021,0.150
V125,2.949,-1.888,0.003
V126,1.123,-0.388,0.200
V127,-0.522,-0.493,0.000
V128,17.482,-1.389,0.000
V129,0.908,-2.105,0.002
V130,4.791,-1.169,0.200
V131,-1.583,-1.026,0.024
V132,0.964,-2.167,0.001
V133,10.522,-0.162,0.472
V134,-1.797,-1.768,0.006
V135,33.181,-0.292,0.628
V136,5.155,-0.641,0.324
V137,-1.013,-0.431,0.002
V138,0.407,-1.741,0.006
V139,4.270,-1.840,0.001
V140,-0.510,-3.510,0.000
V141,0.812,-1.526,0.003
V142,-0.512,0.767,0.001
V143,12.534,-1.371,0.194
V144,-2.030,-1.277,0.000
V145,4.214,-1.843,0.001
V146,16.704,-1.329,0.199
V147,2.956,-1.717,0.001
V148,-0.713,-1.167,0.000
V149,2.428,1.713,0.210
V150,-1.556,-1.769,0.000
