Metodo,Acuracia
GaussianNB,0.6
BernoulliNB,0.58
KNeighborsClassifier(2),0.5866666666666667
KNeighborsClassifier(3),0.5466666666666666
KNeighborsClassifier(5),0.5533333333333333
KNeighborsClassifier(8),0.5533333333333333
DecisionTreeClassifier(),0.5066666666666667
RandomForestClassifier(3_estimators),0.5066666666666667
RandomForestClassifier(5_estimators),0.47333333333333333
RandomForestClassifier,0.56
SVM,0.5533333333333333
MLPClassifier,0.5533333333333333
rand1,0.47333333333333333
rand2,0.54
rand3,0.5466666666666666
majoritario,0.58
minoritario,0.42
pessimo,0.0
otimo,1.0
