Clf,Theta
GaussianNB,1.27967960007918
BernoulliNB,-2.258011023609028
KNeighborsClassifier(2),2.857541865876898
KNeighborsClassifier(3),2.4895450314434284
KNeighborsClassifier(5),2.55436133316119
KNeighborsClassifier(8),2.1511944345204723
DecisionTreeClassifier(),1.7882625407196786
RandomForestClassifier(3_estimators),1.6836534347206409
RandomForestClassifier(5_estimators),1.6837917256685588
RandomForestClassifier,3.3560073353855757
SVM,0.711611145599478
MLPClassifier,1.4449860451908114
rand1,-3.6742128236640577
rand2,-4.1763574471165015
rand3,-5.731706679183919
majoritario,-3.624888713291568
minoritario,-3.624888713291568
pessimo,-5.731706679183919
otimo,46.069706679183916
