Clf,Theta
GaussianNB,-0.5705763936030643
BernoulliNB,-0.7774731846189077
KNeighborsClassifier(2),2.0148534817332395
KNeighborsClassifier(3),2.0148534817332395
KNeighborsClassifier(5),2.0148534817332395
KNeighborsClassifier(8),2.0148534817332395
DecisionTreeClassifier(),2.0148534817332395
RandomForestClassifier(3_estimators),2.0148534817332395
RandomForestClassifier(5_estimators),2.0148534817332395
RandomForestClassifier,2.0148534817332395
SVM,2.0148534817332395
MLPClassifier,2.0148534817332395
rand1,-1.5230183727287472
rand2,-1.5732498544225306
rand3,-1.3804651789581643
majoritario,-4.049856252313492
minoritario,-2.038828063769636
pessimo,-4.049856252313492
otimo,2.0148534817332395
