Clf,Theta
GaussianNB,-0.6121485581855455
BernoulliNB,-0.764428903972833
KNeighborsClassifier(2),2.206853351339172
KNeighborsClassifier(3),2.206853351339172
KNeighborsClassifier(5),2.206853351339172
KNeighborsClassifier(8),2.206853351339172
DecisionTreeClassifier(),1.3762503450938206
RandomForestClassifier(3_estimators),1.8121930717889545
RandomForestClassifier(5_estimators),1.531519337108277
RandomForestClassifier,1.593698656088487
SVM,2.206853351339172
MLPClassifier,2.206853351339172
rand1,-1.4457467925763503
rand2,-1.5379850906978978
rand3,-1.428210104907201
majoritario,-4.073856220596017
minoritario,-1.9773307686169732
pessimo,-4.073856220596017
otimo,2.206853351339172
