Clf,Score
BernoulliNB,399.3977449258275
rand2,399.3977449258275
rand3,399.3977449258275
majoritario,399.3977449258275
minoritario,399.3977449258275
pessimo,399.3977449258275
rand1,411.04809077025874
GaussianNB,423.3772876196553
DecisionTreeClassifier(),458.2128252666062
RandomForestClassifier(3_estimators),461.4012128188613
MLPClassifier,462.59083323068404
RandomForestClassifier(5_estimators),466.02862077103464
RandomForestClassifier,471.73186685839084
KNeighborsClassifier(8),475.2442724137837
SVM,477.34218131558225
KNeighborsClassifier(3),478.4192317537076
KNeighborsClassifier(2),482.595002801913
KNeighborsClassifier(5),482.96676133470476
otimo,492.10272195910255
