Metodo,Acuracia
GaussianNB,0.65
BernoulliNB,0.122
KNeighborsClassifier(2),0.954
KNeighborsClassifier(3),0.956
KNeighborsClassifier(5),0.968
KNeighborsClassifier(8),0.952
DecisionTreeClassifier(),0.868
RandomForestClassifier(3_estimators),0.866
RandomForestClassifier(5_estimators),0.91
RandomForestClassifier,0.93
SVM,0.966
MLPClassifier,0.934
rand1,0.026
rand2,0.044
rand3,0.024
majoritario,0.04
minoritario,0.036
pessimo,0.0
otimo,1.0
