Clf,Score
BernoulliNB,397.9096383324703
rand2,397.9096383324703
rand3,397.9096383324703
majoritario,397.9096383324703
minoritario,397.9096383324703
pessimo,397.9096383324703
rand1,409.5987377864517
GaussianNB,421.9616712748652
DecisionTreeClassifier(),456.8703512199363
RandomForestClassifier(3_estimators),460.0646465336986
MLPClassifier,461.2564744989143
RandomForestClassifier(5_estimators),464.70073733714446
RandomForestClassifier,470.4155391251314
KNeighborsClassifier(8),473.9363019146269
SVM,476.040177862259
KNeighborsClassifier(3),477.1207321819425
KNeighborsClassifier(2),481.31512967989045
KNeighborsClassifier(5),481.68918704966757
otimo,491.01112901519997
