Clf,Theta
GaussianNB,0.46689114297835793
BernoulliNB,-0.23456975339783906
KNeighborsClassifier(2),2.7780374502662
KNeighborsClassifier(3),2.357911436523316
KNeighborsClassifier(5),2.832627017674902
KNeighborsClassifier(8),2.158751383302693
DecisionTreeClassifier(),1.508861187582215
RandomForestClassifier(3_estimators),1.6121202149444287
RandomForestClassifier(5_estimators),1.7697409755645517
RandomForestClassifier,1.9906964669789464
SVM,2.283130090085258
MLPClassifier,1.6515263339337745
rand1,0.10802803019939244
rand2,-0.23456975339783906
rand3,-0.23456975339783906
majoritario,-0.23456975339783906
minoritario,-0.23456975339783906
pessimo,-0.23456975339783906
otimo,11.173564541746668
