,Discriminacao,Dificuldade,Adivinhacao
V1,36.793,-1.325,0.082
V2,21.585,-1.442,0.000
V3,3.433,-1.691,0.000
V4,-1.629,-0.662,0.000
V5,-0.427,-4.082,0.015
V6,-0.085,7.022,0.300
V7,-1.020,-0.058,0.000
V8,-2.612,-1.321,0.000
V9,24.101,-1.397,0.000
V10,23.770,-1.347,0.000
V11,4.689,-1.740,0.000
V12,1.012,-2.759,0.051
V13,-2.564,-0.979,0.000
V14,30.215,-1.318,0.084
V15,36.235,-0.750,0.106
V16,0.253,1.436,0.000
V17,19.427,-1.410,0.000
V18,2.158,-1.195,0.000
V19,1.069,-2.822,0.032
V20,21.574,-1.442,0.000
V21,2.456,-0.938,0.000
V22,1.029,-3.073,0.010
V23,24.105,-1.397,0.000
V24,1.069,-2.822,0.032
V25,1.857,-1.107,0.000
V26,1.253,-2.465,0.014
V27,25.687,-1.371,0.000
V28,30.202,-1.318,0.084
V29,4.810,-1.126,0.000
V30,1.069,-2.823,0.033
V31,27.068,-1.425,0.000
V32,30.188,-1.318,0.084
V33,24.109,-1.397,0.000
V34,2.028,-1.168,0.000
V35,5.036,-1.491,0.000
V36,24.351,-1.372,0.000
V37,28.297,-0.743,0.106
V38,-11.926,-1.688,0.403
V39,1.233,-0.392,0.000
V40,0.229,-3.968,0.129
V41,25.687,-1.371,0.000
V42,11.087,-0.092,0.715
V43,24.361,-1.372,0.000
V44,1.014,-2.751,0.051
V45,25.305,-1.395,0.000
V46,24.301,-0.078,0.668
V47,1.069,-2.823,0.033
V48,19.195,-0.706,0.158
V49,-2.412,-1.163,0.000
V50,1.080,-2.790,0.034
V51,1.259,-2.444,0.014
V52,4.938,-1.506,0.000
V53,3.780,-1.548,0.000
V54,33.330,1.545,0.398
V55,28.409,-1.297,0.164
V56,33.362,-1.352,0.000
V57,24.113,-1.397,0.000
V58,24.381,-1.372,0.000
V59,-1.869,-0.795,0.000
V60,21.563,-1.442,0.000
V61,3.778,-1.544,0.000
V62,36.808,-1.325,0.082
V63,15.694,-1.379,0.000
V64,1.250,-2.463,0.014
V65,34.994,-1.334,0.000
V66,24.115,-1.397,0.000
V67,6.651,-1.092,0.000
V68,23.860,-1.347,0.000
V69,39.697,-1.315,0.000
V70,1.069,-2.823,0.033
V71,24.948,-1.326,0.000
V72,40.151,1.774,0.315
V73,7.700,0.471,0.690
V74,34.497,-1.412,0.000
V75,21.552,-1.442,0.000
V76,0.749,-2.925,0.103
V77,0.025,-10.963,0.302
V78,3.832,-1.431,0.000
V79,3.201,-1.261,0.000
V80,2.056,-1.139,0.000
V81,1.938,-0.854,0.094
V82,34.495,-1.412,0.000
V83,5.300,-1.591,0.000
V84,0.897,-3.389,0.014
V85,4.375,-0.090,0.721
V86,1.500,-1.015,0.001
V87,34.493,-1.412,0.000
V88,2.939,-1.713,0.000
V89,3.129,-0.855,0.048
V90,1.068,-2.823,0.034
V91,24.117,-1.397,0.000
V92,1.247,-2.471,0.014
V93,3.253,-1.257,0.000
V94,16.869,-1.331,0.089
V95,4.903,0.204,0.716
V96,39.985,-0.721,0.211
V97,30.509,-1.389,0.000
V98,1.409,-2.122,0.011
V99,30.507,-1.389,0.000
V100,-0.233,3.827,0.020
V101,0.957,-3.054,0.015
V102,35.893,-1.334,0.000
V103,4.798,-1.089,0.188
V104,8.760,0.146,0.677
V105,1.409,-2.113,0.099
V106,8.493,-0.788,0.154
V107,2.457,-1.470,0.001
V108,23.891,-1.347,0.000
V109,25.687,-1.371,0.000
V110,21.542,-1.442,0.000
V111,34.994,-1.334,0.000
V112,-0.971,-0.119,0.000
V113,-2.309,-0.850,0.000
V114,1.029,-3.073,0.010
V115,14.199,-1.296,0.173
V116,74.623,0.005,0.366
V117,1.248,-2.468,0.014
V118,5.268,-1.256,0.000
V119,1.068,-2.824,0.034
V120,1.253,-2.457,0.014
V121,24.118,-1.397,0.000
V122,24.119,-1.397,0.000
V123,1.421,-2.316,0.011
V124,95.369,-0.003,0.396
V125,15.122,-0.716,0.158
V126,58.884,-0.942,0.000
V127,1.410,-2.109,0.102
V128,-0.921,0.243,0.000
V129,21.660,-1.318,0.000
V130,1.225,-2.031,0.318
V131,0.918,-2.797,0.067
V132,1.551,-1.099,0.000
V133,5.778,-1.176,0.000
V134,15.616,-0.656,0.576
V135,1.260,-2.441,0.014
V136,1.412,-2.104,0.105
V137,23.921,-1.347,0.000
V138,1.067,-2.825,0.034
V139,23.931,-1.347,0.000
V140,34.994,-1.334,0.000
V141,0.875,-2.855,0.103
V142,1.078,-2.795,0.034
V143,2.475,-0.995,0.000
V144,2.278,0.016,0.738
V145,3.928,-1.587,0.000
V146,5.331,-0.981,0.000
V147,-29.360,-1.373,0.044
V148,5.034,-1.491,0.000
V149,11.794,0.086,0.689
V150,34.491,-1.412,0.000
V151,0.278,-5.194,0.050
V152,25.304,-1.395,0.000
V153,0.885,-2.595,0.226
V154,0.377,2.985,0.550
V155,34.644,-1.692,0.000
V156,5.136,-0.180,0.719
V157,-0.030,15.856,0.251
V158,27.328,-1.425,0.000
V159,25.304,-1.395,0.000
V160,2.233,-1.129,0.004
V161,34.995,-1.334,0.000
V162,43.523,-0.696,0.210
V163,27.183,-1.425,0.000
V164,33.502,-1.352,0.000
V165,23.228,-0.464,0.662
V166,23.961,-1.347,0.000
V167,-2.106,-0.659,0.000
V168,1.029,-3.073,0.010
V169,28.925,-1.298,0.000
V170,0.958,-0.998,0.000
V171,24.118,-1.398,0.000
