Clf,Score
GaussianNB,122.89514663878458
DecisionTreeClassifier(),122.89514663878458
RandomForestClassifier(3_estimators),122.89514663878458
rand3,122.89514663878458
minoritario,122.89514663878458
rand2,140.5197538431477
pessimo,140.67488759794108
BernoulliNB,141.3587837752937
SVM,141.3587837752937
majoritario,141.3587837752937
rand1,142.8017458137386
KNeighborsClassifier(3),146.24631949109644
KNeighborsClassifier(2),147.49209382800035
RandomForestClassifier(5_estimators),149.8823669064319
RandomForestClassifier,149.97082816391332
otimo,150.10429734568834
KNeighborsClassifier(5),150.48940816463056
MLPClassifier,153.25409188162575
KNeighborsClassifier(8),153.29101612657092
