Clf,Theta
GaussianNB,2.6554326535221278
BernoulliNB,7.617221406248629
KNeighborsClassifier(2),-2.079316209267678
KNeighborsClassifier(3),-2.072632652832896
KNeighborsClassifier(5),-1.698019314663382
KNeighborsClassifier(8),-644.2027121141726
DecisionTreeClassifier(),-6.917491802503601
RandomForestClassifier(3_estimators),-644.2027121141726
RandomForestClassifier(5_estimators),-644.2027121141726
RandomForestClassifier,-644.2027121141726
SVM,17.612571431212796
MLPClassifier,-644.2027121141726
rand1,6.190151569211118
rand2,6.698425593019337
rand3,6.694916725891076
majoritario,17.612571431212796
minoritario,6.27720489177415
pessimo,6.27720489177415
otimo,-69.38133144327294
