Clf,Theta
GaussianNB,-0.1389449589513063
BernoulliNB,0.21256829165532337
KNeighborsClassifier(2),-1.097589078178568
KNeighborsClassifier(3),-1.217423838162054
KNeighborsClassifier(5),-1.3412328678904744
KNeighborsClassifier(8),-1.2686683203814757
DecisionTreeClassifier(),-0.11222827605537408
RandomForestClassifier(3_estimators),-0.39875128769196305
RandomForestClassifier(5_estimators),-0.3453779544400916
RandomForestClassifier,-0.11678943690817553
SVM,0.3549820194434786
MLPClassifier,2.522533888751041
rand1,-0.35009203190335153
rand2,-0.7592810961967474
rand3,-0.7858958034431679
majoritario,-4.277566286942042
minoritario,-0.9295027306854696
pessimo,-1.1172806885724622
otimo,3.350155692878184
