Clf,Score
GaussianNB,377.2425946815265
BernoulliNB,377.2425946815265
rand2,377.2425946815265
minoritario,377.2425946815265
pessimo,377.2425946815265
rand1,378.4280449790059
rand3,382.124156838958
DecisionTreeClassifier(),404.06609954691703
KNeighborsClassifier(2),409.3146935282672
KNeighborsClassifier(3),409.3146935282672
KNeighborsClassifier(5),409.3146935282672
KNeighborsClassifier(8),409.3146935282672
RandomForestClassifier(3_estimators),409.3146935282672
RandomForestClassifier(5_estimators),409.3146935282672
RandomForestClassifier,409.3146935282672
SVM,409.3146935282672
MLPClassifier,409.3146935282672
majoritario,409.3146935282672
otimo,409.3146935282672
