Clf,Theta
GaussianNB,0.011285810382114323
BernoulliNB,0.011285810382114323
KNeighborsClassifier(2),0.6657062856889843
KNeighborsClassifier(3),0.6657062856889843
KNeighborsClassifier(5),0.6657062856889843
KNeighborsClassifier(8),0.6657062856889843
DecisionTreeClassifier(),0.5164816938089198
RandomForestClassifier(3_estimators),0.6657062856889843
RandomForestClassifier(5_estimators),0.6657062856889843
RandomForestClassifier,0.6657062856889843
SVM,0.6657062856889843
MLPClassifier,0.6657062856889843
rand1,0.03141187253263729
rand2,0.011285810382114323
rand3,0.0941357942558376
majoritario,0.6657062856889843
minoritario,0.011285810382114323
pessimo,0.011285810382114323
otimo,0.6657062856889843
