,Discriminacao,Dificuldade,Adivinhacao
V1,6.124,-1.439,0.014
V2,7.306,-1.220,0.011
V3,4.215,-1.515,0.014
V4,4.051,-1.524,0.014
V5,2.603,-0.978,0.015
V6,1.770,-0.582,0.018
V7,-1.188,-0.221,0.002
V8,2.290,-1.433,0.021
V9,5.811,-1.161,0.013
V10,4.588,0.449,0.357
V11,3.662,-1.241,0.015
V12,-0.891,-0.784,0.004
V13,0.366,-11.419,0.063
V14,2.763,-1.533,0.020
V15,1.664,-1.328,0.080
V16,1.084,-2.588,0.039
V17,2.092,-1.640,0.020
V18,2.258,-1.448,0.015
V19,2.069,-0.861,0.010
V20,2.839,-1.440,0.015
V21,0.683,-3.605,0.113
V22,3.803,-1.285,0.015
V23,3.183,-1.000,0.016
V24,-1.797,-0.132,0.004
V25,3.702,-0.632,0.038
V26,1.472,-1.647,0.023
V27,4.338,-1.341,0.014
V28,1.023,-3.044,0.067
V29,7.647,-0.797,0.008
V30,2.933,-0.788,0.018
V31,3.029,-1.589,0.019
V32,0.366,-11.418,0.063
V33,4.807,0.252,0.277
V34,-1.267,-0.919,0.007
V35,6.753,-1.360,0.013
V36,3.116,-1.195,0.014
V37,5.341,0.111,0.242
V38,3.551,-1.382,0.015
V39,0.691,-3.258,0.063
V40,1.380,-2.650,0.033
V41,1.191,-2.897,0.055
V42,0.762,-7.551,0.052
V43,4.051,-1.524,0.014
V44,1.896,-1.706,0.022
V45,2.197,-1.223,0.014
V46,1.254,-2.862,0.047
V47,2.612,-1.387,0.015
V48,3.249,-1.055,0.014
V49,0.887,-1.564,0.027
V50,1.116,-1.447,0.019
V51,6.753,-1.360,0.013
V52,1.782,-0.970,0.014
V53,6.241,0.305,0.430
V54,2.331,-0.573,0.031
V55,1.108,-4.530,0.050
V56,0.142,-33.636,0.060
V57,1.874,-0.570,0.019
V58,3.397,-0.833,0.009
V59,5.031,0.180,0.485
V60,3.920,-1.433,0.015
V61,1.024,-1.345,0.023
V62,3.543,-1.606,0.101
V63,1.713,-1.749,0.073
V64,1.940,-1.196,0.016
V65,1.265,-2.431,0.037
V66,5.555,0.371,0.342
V67,0.690,-3.262,0.063
V68,1.108,-4.530,0.050
V69,-0.896,-1.133,0.004
V70,2.588,-0.655,0.008
V71,2.092,-1.640,0.020
V72,0.366,-11.417,0.063
V73,-2.576,-1.053,0.002
V74,2.894,-0.152,0.049
V75,1.016,-2.056,0.037
V76,0.997,-2.190,0.036
V77,-1.248,-0.773,0.006
V78,0.366,-11.416,0.064
V79,2.081,-1.540,0.027
V80,4.069,-0.174,0.400
V81,-0.950,-0.415,0.003
V82,5.962,-1.442,0.014
V83,-3.285,-1.091,0.034
V84,2.171,-1.538,0.020
V85,2.612,-1.387,0.015
V86,3.359,-0.044,0.094
V87,1.544,-0.442,0.045
V88,1.048,-2.762,0.043
V89,1.957,-1.298,0.039
V90,2.612,-1.387,0.015
V91,6.259,-1.292,0.013
V92,3.920,-1.433,0.015
V93,2.429,-1.332,0.015
V94,1.860,-0.382,0.024
V95,4.506,0.119,0.305
V96,1.896,-1.706,0.022
V97,2.479,-0.678,0.205
V98,1.018,-2.630,0.055
V99,1.218,-2.012,0.026
V100,5.881,-0.913,0.013
V101,1.802,-0.117,0.025
V102,3.834,-0.074,0.294
V103,6.759,-0.220,0.252
V104,3.726,-1.441,0.015
V105,3.042,0.276,0.236
V106,2.179,-1.357,0.025
V107,0.366,-11.415,0.064
V108,-1.048,-0.786,0.003
V109,1.723,-1.429,0.016
V110,2.588,0.002,0.197
V111,2.595,-0.685,0.021
V112,6.092,-1.521,0.014
V113,-0.907,-0.981,0.004
V114,0.366,-11.415,0.064
V115,1.180,-2.635,0.036
V116,4.309,-0.968,0.009
V117,-1.191,-1.172,0.003
V118,1.830,-0.359,0.478
V119,3.185,0.539,0.248
V120,-0.971,-0.346,0.003
V121,3.420,-0.191,0.069
V122,-1.241,-0.817,0.003
V123,1.796,-0.605,0.034
V124,4.584,0.438,0.318
V125,2.172,-1.538,0.020
V126,0.899,-4.024,0.057
V127,3.803,-1.285,0.015
V128,1.206,-1.916,0.249
V129,1.032,-3.232,0.053
V130,4.515,0.593,0.327
V131,5.811,-1.161,0.013
V132,2.097,0.033,0.053
V133,-2.259,-0.415,0.002
V134,4.865,0.281,0.244
V135,1.835,-1.845,0.021
V136,2.172,-1.538,0.020
V137,6.346,-1.160,0.011
V138,1.046,-1.841,0.025
V139,6.301,-1.218,0.013
V140,-1.318,-0.181,0.003
V141,4.874,-1.247,0.014
V142,3.682,-1.300,0.015
V143,3.919,-1.433,0.015
V144,2.407,-0.851,0.068
V145,4.905,0.272,0.302
V146,2.012,-0.434,0.025
V147,3.336,1.009,0.332
V148,-2.006,-0.468,0.002
V149,5.425,-0.043,0.373
V150,-1.628,-1.386,0.005
V151,1.460,-1.945,0.031
V152,2.311,-1.422,0.023
V153,5.453,-1.374,0.014
V154,1.897,-1.013,0.014
V155,-2.935,-0.763,0.004
V156,2.071,-0.847,0.016
V157,2.360,-1.592,0.020
V158,0.877,-1.326,0.027
V159,2.302,-0.353,0.035
V160,0.958,-4.737,0.058
V161,6.056,0.219,0.499
V162,5.345,0.196,0.407
V163,1.800,-0.901,0.015
V164,4.637,-1.193,0.013
V165,4.715,0.483,0.343
V166,4.620,-1.252,0.014
V167,4.708,-1.271,0.013
V168,2.879,-1.144,0.014
V169,0.829,-2.315,0.038
V170,4.248,-1.278,0.014
V171,1.964,-1.811,0.052
V172,1.394,-0.071,0.021
V173,6.400,-1.139,0.013
V174,3.200,-1.268,0.034
V175,1.635,-0.270,0.101
V176,-0.891,-0.783,0.004
V177,3.623,0.249,0.513
V178,4.916,-1.061,0.010
V179,3.982,-1.150,0.015
V180,-0.912,-1.117,0.004
V181,2.092,-1.640,0.020
V182,0.551,-6.335,0.076
V183,2.149,-0.234,0.107
V184,4.289,-0.414,0.009
V185,2.482,-0.596,0.312
V186,4.992,-1.464,0.014
V187,-2.321,-4.042,0.019
V188,2.290,-1.433,0.021
V189,2.612,-1.387,0.015
V190,5.512,0.220,0.435
V191,-1.253,-0.379,0.002
V192,4.459,-0.033,0.437
V193,0.888,-1.398,0.025
V194,1.628,-1.362,0.012
V195,2.612,-1.387,0.015
V196,1.199,-0.440,0.012
V197,5.741,-0.969,0.013
V198,2.612,-1.387,0.015
V199,4.992,-1.464,0.014
V200,5.607,-1.317,0.013
V201,3.551,-1.382,0.015
V202,3.982,-0.026,0.193
V203,6.929,-1.077,0.011
V204,6.259,-1.292,0.013
V205,2.506,-1.490,0.013
V206,4.874,-1.247,0.014
V207,1.094,-1.708,0.024
V208,1.219,-2.612,0.031
V209,1.575,-1.716,0.022
V210,1.675,-2.215,0.032
V211,5.811,-1.161,0.013
V212,4.858,0.192,0.508
V213,1.477,-1.641,0.023
V214,2.172,-1.538,0.020
V215,2.809,0.460,0.133
V216,-2.191,-0.932,0.002
V217,2.612,-1.387,0.015
V218,4.104,0.174,0.298
V219,0.813,-3.779,0.060
V220,0.366,-11.414,0.064
V221,1.603,-2.122,0.027
V222,3.551,-1.382,0.015
V223,-1.209,-0.308,0.210
V224,4.164,0.381,0.267
V225,1.167,-4.174,0.049
V226,2.832,-0.840,0.153
V227,3.243,-0.082,0.091
V228,0.691,-5.155,0.069
V229,-5.183,-1.119,0.002
V230,5.453,-1.374,0.014
V231,1.555,-0.109,0.009
V232,1.370,-2.381,0.029
V233,0.628,-4.823,0.078
V234,4.889,-1.188,0.013
V235,-0.636,-2.160,0.007
V236,2.467,-1.656,0.025
V237,2.526,-1.184,0.014
V238,3.091,0.919,0.300
V239,1.265,-2.431,0.037
V240,2.612,-1.387,0.015
V241,-2.242,-0.572,0.002
V242,0.720,-2.582,0.185
V243,3.732,-0.196,0.252
V244,3.358,-1.187,0.015
V245,2.003,-1.347,0.045
V246,4.413,-1.197,0.014
V247,4.069,-0.236,0.336
V248,0.366,-11.413,0.065
V249,4.992,-1.464,0.014
V250,7.674,-0.924,0.009
V251,3.988,0.518,0.332
V252,1.108,-4.530,0.050
V253,0.366,-11.412,0.065
V254,2.352,-0.174,0.253
V255,1.606,-1.171,0.186
V256,5.373,0.240,0.458
V257,2.276,-1.438,0.015
V258,-0.299,-2.573,0.007
V259,2.503,-1.886,0.096
V260,2.172,-1.538,0.020
V261,-3.066,-1.023,0.002
V262,2.047,-1.764,0.021
V263,4.169,-1.519,0.014
V264,6.557,-1.431,0.014
V265,-4.795,-0.775,0.002
V266,-0.781,-1.391,0.005
V267,5.614,-1.533,0.014
V268,2.624,-1.246,0.013
V269,4.860,0.483,0.343
V270,4.974,0.083,0.444
V271,1.304,-1.161,0.103
V272,2.032,-0.931,0.016
V273,-2.513,-0.725,0.002
V274,1.116,-2.566,0.034
V275,0.912,-5.191,0.059
V276,1.520,-4.829,0.049
V277,-1.951,-0.417,0.002
V278,1.252,-1.259,0.020
V279,6.134,-1.218,0.013
V280,1.896,-1.706,0.022
V281,-2.530,-0.514,0.002
V282,3.602,-1.237,0.015
V283,3.486,0.508,0.423
V284,3.989,0.600,0.259
V285,4.992,-1.464,0.014
V286,0.884,-2.835,0.049
V287,4.287,-1.277,0.014
V288,0.675,-5.565,0.066
V289,2.126,-0.827,0.202
V290,-0.799,-1.792,0.005
V291,1.023,-3.043,0.067
V292,3.551,-1.382,0.015
V293,1.719,-1.969,0.025
V294,1.610,-1.148,0.133
V295,5.549,-1.372,0.014
V296,4.413,-1.197,0.014
V297,1.447,-1.567,0.038
V298,0.706,-2.193,0.231
V299,0.943,-3.532,0.054
V300,1.657,-1.072,0.015
V301,-1.362,-0.609,0.008
V302,6.418,0.216,0.395
V303,1.566,-0.819,0.019
V304,0.876,-2.352,0.205
V305,1.521,-4.829,0.050
V306,5.811,-1.161,0.013
V307,2.347,-0.496,0.014
V308,-0.995,-0.585,0.003
V309,3.070,-1.503,0.015
V310,2.514,-1.760,0.021
V311,1.108,-4.530,0.050
V312,4.589,0.328,0.513
V313,3.288,0.511,0.295
V314,1.445,-1.568,0.020
V315,5.818,0.084,0.301
V316,0.912,-5.190,0.060
V317,6.290,0.255,0.383
V318,2.718,-1.029,0.022
V319,2.637,-1.386,0.015
V320,1.906,-1.332,0.025
V321,4.818,-1.326,0.014
V322,3.714,-1.106,0.012
V323,4.874,-1.247,0.014
V324,4.992,-1.464,0.014
V325,1.464,-1.938,0.030
V326,5.528,-1.372,0.014
V327,5.067,-0.765,0.008
V328,1.979,-0.444,0.022
V329,1.101,-3.453,0.082
V330,1.866,-0.888,0.190
V331,1.538,-1.824,0.022
V332,0.562,-3.907,0.120
V333,5.528,-1.372,0.014
V334,1.674,-2.077,0.036
V335,4.577,-1.416,0.014
V336,4.538,-0.768,0.008
V337,5.378,0.240,0.458
V338,1.198,-1.387,0.022
V339,0.826,-3.954,0.060
V340,1.084,-2.588,0.039
V341,3.032,0.106,0.161
V342,2.571,-0.748,0.018
V343,4.135,-0.174,0.402
V344,3.322,-1.052,0.015
V345,5.260,0.256,0.482
V346,-6.383,-0.912,0.001
V347,-2.475,-1.191,0.003
V348,6.754,-1.360,0.013
V349,1.252,-2.720,0.035
V350,1.172,-1.748,0.024
V351,1.167,-4.174,0.049
V352,4.816,-1.325,0.014
V353,5.137,0.636,0.393
V354,1.625,-1.801,0.021
V355,6.694,-1.013,0.010
V356,2.138,-1.074,0.028
V357,5.138,-0.892,0.009
V358,0.366,-11.411,0.065
V359,2.789,-0.497,0.009
V360,2.485,-1.877,0.020
V361,4.163,-0.874,0.009
V362,2.273,-0.946,0.018
V363,3.044,-1.142,0.012
V364,1.460,-1.945,0.031
V365,1.403,0.517,0.174
V366,1.577,-2.408,0.026
V367,-0.960,-1.530,0.004
V368,2.961,0.255,0.230
V369,1.284,-3.599,0.047
V370,1.164,-2.158,0.032
V371,4.055,-1.148,0.015
V372,6.462,-0.540,0.097
V373,2.858,-0.780,0.030
V374,4.272,0.655,0.309
V375,4.669,0.135,0.541
V376,3.052,-0.554,0.202
V377,1.172,-3.484,0.053
V378,3.637,0.102,0.231
V379,5.371,0.132,0.396
V380,4.262,0.134,0.224
V381,1.108,-4.530,0.051
V382,1.473,-0.022,0.011
V383,0.366,-11.410,0.065
V384,2.138,-1.169,0.011
V385,3.760,-1.099,0.015
V386,5.441,-0.379,0.264
V387,-0.594,-3.670,0.031
V388,2.530,-1.084,0.031
V389,-1.064,-0.527,0.003
V390,1.388,-2.637,0.044
V391,2.612,-1.387,0.015
V392,1.133,-2.959,0.046
V393,-6.365,-0.914,0.001
V394,4.147,0.517,0.295
V395,2.612,-1.387,0.015
V396,2.273,-1.022,0.011
V397,2.356,-0.664,0.009
V398,2.562,-0.990,0.009
V399,1.084,-2.588,0.039
V400,1.320,-1.962,0.054
V401,1.380,-2.650,0.033
V402,6.092,-1.521,0.014
V403,1.804,-0.568,0.053
V404,3.741,-1.233,0.014
V405,3.919,-1.433,0.015
V406,3.329,-1.487,0.015
V407,6.135,0.007,0.301
V408,1.389,-1.490,0.128
V409,4.992,-1.464,0.014
V410,0.807,-4.756,0.058
V411,2.280,-0.880,0.019
V412,4.335,-1.196,0.015
V413,4.998,0.007,0.468
V414,2.147,-0.047,0.045
V415,4.639,-1.413,0.014
V416,3.173,-1.652,0.002
V417,4.114,0.278,0.503
V418,2.360,-1.592,0.020
V419,1.719,-1.220,0.337
V420,5.328,0.073,0.296
V421,4.187,0.223,0.468
V422,0.912,-5.190,0.060
V423,0.899,-4.033,0.057
V424,1.472,-1.647,0.023
V425,6.135,-1.218,0.013
V426,3.352,-1.005,0.012
V427,2.912,-0.557,0.031
V428,2.612,-1.387,0.015
V429,2.290,0.838,0.282
V430,0.366,-11.409,0.065
V431,4.751,0.364,0.400
V432,1.577,-1.546,0.020
V433,2.336,-0.453,0.035
V434,3.772,-1.098,0.015
V435,2.141,-1.159,0.014
V436,2.945,0.712,0.171
V437,1.050,-3.800,0.049
V438,0.623,-4.326,0.091
V439,0.366,-11.408,0.066
V440,2.481,-1.478,0.022
V441,2.266,-1.415,0.025
V442,-1.428,-0.632,0.002
V443,1.436,-2.200,0.028
V444,-0.870,-0.687,0.004
V445,3.919,-1.433,0.015
V446,2.052,-2.181,0.035
V447,2.290,-1.433,0.021
V448,4.108,0.659,0.309
V449,4.791,0.125,0.410
V450,1.690,-0.680,0.015
V451,3.551,-1.382,0.015
V452,1.730,0.027,0.040
V453,2.847,-1.093,0.012
V454,3.772,-1.098,0.015
V455,-1.569,-0.366,0.003
V456,-2.018,-0.096,0.002
V457,3.592,0.844,0.364
V458,0.538,-4.842,0.090
V459,1.491,-1.374,0.343
V460,0.580,-3.822,0.121
V461,1.521,-4.829,0.050
V462,1.472,-1.647,0.023
V463,5.046,-0.475,0.008
V464,3.528,-0.351,0.335
V465,5.362,-1.105,0.013
V466,4.577,-1.416,0.014
V467,1.575,-1.716,0.022
V468,5.515,0.220,0.435
V469,2.055,-1.841,0.024
