Clf,Theta
GaussianNB,1.3331940716735464
BernoulliNB,2.576514002003819
KNeighborsClassifier(2),0.3038598826429126
KNeighborsClassifier(3),0.9486680855186601
KNeighborsClassifier(5),0.3038598826429126
KNeighborsClassifier(8),0.40038627399405935
DecisionTreeClassifier(),0.8444217484317573
RandomForestClassifier(3_estimators),0.3038598826429126
RandomForestClassifier(5_estimators),1.5577182740783402
RandomForestClassifier,0.884312529806169
SVM,0.3038598826429126
MLPClassifier,0.3038598826429126
rand1,4.100150053016426
rand2,5.1965750522998855
rand3,4.848512398114574
majoritario,2.3797638017048706
minoritario,5.020940360122081
pessimo,5.020940360122081
otimo,0.3038598826429126
