Clf,Score
rand2,52.19767094173575
minoritario,52.6496347568376
pessimo,52.6496347568376
rand3,53.16235523875334
rand1,56.54954110785992
BernoulliNB,79.2160012010043
majoritario,86.38010172180338
RandomForestClassifier(5_estimators),117.87603670147702
GaussianNB,126.43880099669614
KNeighborsClassifier(3),142.7152503698739
RandomForestClassifier,145.6011427382528
DecisionTreeClassifier(),147.40287064508172
KNeighborsClassifier(8),167.36994565963914
KNeighborsClassifier(2),171.49866441782513
KNeighborsClassifier(5),171.49866441782513
RandomForestClassifier(3_estimators),171.49866441782513
SVM,171.49866441782513
MLPClassifier,171.49866441782513
otimo,171.49866441782513
