,Discriminacao,Dificuldade,Adivinhacao
V1,1.118,-1.009,0.021
V2,3.395,-0.631,0.007
V3,4.255,-2.537,0.050
V4,7.857,-0.792,0.281
V5,2.523,-1.333,0.065
V6,20.357,0.608,0.094
V7,7.504,-1.261,0.026
V8,4.255,-2.537,0.050
V9,4.255,-2.537,0.050
V10,6.553,-1.352,0.038
V11,4.255,-2.537,0.050
V12,3.062,-1.047,0.126
V13,1.831,-1.617,0.029
V14,6.627,-0.693,0.572
V15,5.604,-1.480,0.029
V16,9.009,-0.414,0.137
V17,7.978,-0.624,0.006
V18,4.255,-2.537,0.050
V19,5.573,-1.480,0.032
V20,9.013,-0.414,0.137
V21,4.650,-1.701,0.044
V22,10.452,-0.315,0.331
V23,6.724,-1.355,0.028
V24,4.255,-2.537,0.050
V25,2.749,-1.488,0.040
V26,4.255,-2.537,0.050
V27,7.421,-1.573,0.027
V28,4.255,-2.537,0.050
V29,2.782,-0.921,0.018
V30,12.018,-0.286,0.003
V31,2.753,-1.488,0.039
V32,3.090,-1.034,0.136
V33,2.169,-1.625,0.051
V34,5.643,-1.479,0.029
V35,4.618,-1.707,0.033
V36,1.013,-8.840,0.337
V37,0.894,-2.580,0.057
V38,6.641,-0.692,0.572
V39,1.236,-3.773,0.096
V40,4.255,-2.537,0.050
V41,1.774,-1.131,0.109
V42,4.255,-2.537,0.050
V43,8.374,-0.510,0.006
V44,4.619,-1.707,0.032
V45,2.000,-2.314,0.038
V46,3.463,-0.003,0.074
V47,4.255,-2.537,0.050
V48,7.968,-0.985,0.736
V49,2.443,-1.091,0.031
V50,1.201,-1.793,0.036
V51,5.604,-1.480,0.030
V52,5.903,-0.300,0.499
V53,3.806,-1.106,0.044
V54,2.168,-1.626,0.049
V55,3.201,-1.272,0.045
V56,4.619,-1.707,0.032
V57,9.015,-0.414,0.137
V58,7.421,-1.573,0.027
V59,7.421,-1.573,0.027
V60,1.225,-3.828,0.073
V61,8.110,-0.485,0.282
V62,4.255,-2.537,0.050
V63,4.255,-2.537,0.050
V64,2.342,-1.805,0.039
V65,2.748,-1.488,0.041
V66,5.393,-0.101,0.003
V67,10.023,-0.343,0.242
V68,6.444,-0.272,0.505
V69,2.000,-2.314,0.038
V70,1.712,-1.103,0.061
V71,3.042,-1.057,0.119
V72,9.026,-0.413,0.137
V73,11.636,-0.287,0.084
V74,4.619,-1.707,0.032
V75,6.564,-0.697,0.569
V76,5.105,-0.663,0.265
V77,3.813,-1.107,0.042
V78,1.849,-2.041,0.044
V79,1.236,-3.772,0.097
V80,4.255,-2.537,0.050
V81,8.871,-1.170,0.022
V82,4.255,-2.537,0.050
V83,6.490,-1.355,0.029
V84,4.652,-1.705,0.031
V85,2.520,-1.337,0.061
V86,11.427,-0.221,0.419
V87,2.342,-1.805,0.038
V88,5.003,-1.680,0.029
V89,8.814,-1.169,0.021
