Metodo,Acuracia
GaussianNB,0.8583663352853058
BernoulliNB,0.6126547732534385
KNeighborsClassifier(2),0.9935188161060422
KNeighborsClassifier(3),0.9932328294520859
KNeighborsClassifier(5),0.9919937355304371
KNeighborsClassifier(8),0.9906594035135503
DecisionTreeClassifier(),0.9632100413091834
RandomForestClassifier(3_estimators),0.970453311543874
RandomForestClassifier(5_estimators),0.9814141359117526
RandomForestClassifier,0.9864652957465159
SVM,0.10846030232874848
MLPClassifier,0.9872271097190068
rand1,0.114
rand2,0.09
rand3,0.128
majoritario,0.104
minoritario,0.096
pessimo,0.0
otimo,1.0
