Clf,Theta
GaussianNB,1.362566974696065
BernoulliNB,-1191.0393663567547
KNeighborsClassifier(2),1.253381034352058
KNeighborsClassifier(3),1.488533070082414
KNeighborsClassifier(5),1.5673768122676655
KNeighborsClassifier(8),1.4223319104633108
DecisionTreeClassifier(),0.4667633781719431
RandomForestClassifier(3_estimators),0.8823787023200006
RandomForestClassifier(5_estimators),1.079641301208173
RandomForestClassifier,1.1975238059234397
SVM,-1191.0393663567547
MLPClassifier,2.449369345109675
rand1,-1178.59716872428
rand2,-1178.59716872428
rand3,-1191.0393663567547
majoritario,1.2463318368000238
minoritario,1.2463318368000238
pessimo,-1188.7771486053957
otimo,1856.3093333333334
