Clf,Score
BernoulliNB,45.118000000000016
SVM,45.118000000000016
rand3,45.118000000000016
pessimo,45.118000000000016
rand1,45.11800000000002
rand2,45.11800000000002
DecisionTreeClassifier(),368.203705543074
RandomForestClassifier(3_estimators),381.2204215510708
RandomForestClassifier(5_estimators),385.8128586245134
RandomForestClassifier,388.16181002438907
majoritario,389.06746997358147
minoritario,389.06746997358147
KNeighborsClassifier(2),389.19539591567934
GaussianNB,391.0917471013263
KNeighborsClassifier(8),392.06591917954285
KNeighborsClassifier(3),393.0939501845103
KNeighborsClassifier(5),394.24755508708796
MLPClassifier,402.5992517673627
otimo,430.0
