Clf,Score
rand1,113.92716294960073
rand2,113.92716294960073
pessimo,113.93091019929403
BernoulliNB,113.93175370192496
SVM,113.93175370192496
rand3,113.93175370192496
DecisionTreeClassifier(),378.6786174530718
RandomForestClassifier(3_estimators),391.215215040799
RandomForestClassifier(5_estimators),395.59290352374313
RandomForestClassifier,397.8174005110402
majoritario,398.6723639351373
minoritario,398.6723639351373
KNeighborsClassifier(2),398.79300784165855
GaussianNB,400.57784148430613
KNeighborsClassifier(8),401.4919769164042
KNeighborsClassifier(3),402.45432470075474
KNeighborsClassifier(5),403.53081303348563
MLPClassifier,411.09750292523626
otimo,433.84901876226434
