Clf,Score
rand3,76.1489999999999
minoritario,76.1489999999999
pessimo,76.1489999999999
BernoulliNB,471.15682680155703
SVM,471.1569097039058
majoritario,471.1569097039058
rand1,474.47908959083554
rand2,476.409567831508
GaussianNB,486.57471918103795
KNeighborsClassifier(8),489.0932621228865
RandomForestClassifier(3_estimators),489.18073237599447
KNeighborsClassifier(2),489.4731927793799
KNeighborsClassifier(5),490.26950205086416
RandomForestClassifier,490.5445023911713
KNeighborsClassifier(3),490.6811882062324
MLPClassifier,490.7328175865132
RandomForestClassifier(5_estimators),492.01062339772744
otimo,492.0791099513198
DecisionTreeClassifier(),492.0873774548091
