Metodo,Acuracia
GaussianNB,0.91
BernoulliNB,0.942
KNeighborsClassifier(2),0.98
KNeighborsClassifier(3),0.984
KNeighborsClassifier(5),0.982
KNeighborsClassifier(8),0.982
DecisionTreeClassifier(),0.988
RandomForestClassifier(3_estimators),0.98
RandomForestClassifier(5_estimators),0.984
RandomForestClassifier,0.984
SVM,0.946
MLPClassifier,0.98
rand1,0.516
rand2,0.534
rand3,0.458
majoritario,0.946
minoritario,0.054
pessimo,0.0
otimo,1.0
