Clf,Theta
GaussianNB,0.0011997424388498006
BernoulliNB,0.9065012982533416
KNeighborsClassifier(2),1.3494883983097754
KNeighborsClassifier(3),1.1428833554704776
KNeighborsClassifier(5),0.9905252414888269
KNeighborsClassifier(8),1.05711511188443
DecisionTreeClassifier(),0.9300964948391715
RandomForestClassifier(3_estimators),0.5712690524598337
RandomForestClassifier(5_estimators),0.5775671090192533
RandomForestClassifier,0.211893689978969
SVM,-2.0964245612446164
MLPClassifier,1.9786511255124775
rand1,1.3054958901294564
rand2,1.277254956351114
rand3,1.2607526212083102
majoritario,0.6677484721502284
minoritario,1.9660246993017332
pessimo,1.1894241249495021
otimo,1.5424050454730136
